# related_to 갈라 내기 — 직접 판정 (2026-09-05, Claude). 근거 문장만 보고 골랐다.
# src	dst	type	direction	confidence	메모 (A ~ B · 근거 앞머리)
wd:Q497153	wd:Q16180872	none	A→B	certain	이광식 ~ 이윤경
wd:Q497153	wd:Q22974749	none	A→B	certain	이광식 ~ 이준경
wd:Q497153	wd:Q483641	none	A→B	certain	이광식 ~ 조선 명종
wd:Q497153	wd:Q486549	none	A→B	certain	이광식 ~ 이서우
wd:Q497153	wd:Q486910	none	A→B	certain	이광식 ~ 이복남
wd:Q497153	wd:Q61092179	none	A→B	certain	이광식 ~ 정사룡
wd:Q497153	wd:Q61094898	none	A→B	certain	이광식 ~ 김광준
wd:Q497153	wd:Q61094941	none	A→B	certain	이광식 ~ 이인녕
wd:Q497178	ex:person:박효원	none	A→B	certain	유자광 ~ 박효원
wd:Q497178	wd:Q12590382	none	A→B	certain	유자광 ~ 노사신
wd:Q497178	wd:Q12611051	none	A→B	certain	유자광 ~ 이극돈
wd:Q497178	wd:Q16173005	none	A→B	certain	유자광 ~ 윤필상
wd:Q497178	wd:Q16173229	none	A→B	certain	유자광 ~ 한치형
wd:Q497178	wd:Q334308	none	A→B	certain	유자광 ~ 조선 세조
wd:Q497178	wd:Q470084	none	A→B	certain	유자광 ~ 조선 연산군
wd:Q497178	wd:Q484006	none	A→B	certain	유자광 ~ 조선 성종
wd:Q497178	wd:Q497108	none	A→B	certain	유자광 ~ 임사홍
wd:Q497184	wd:Q623533	none	A→B	certain	송진우 ~ 신간회
wd:Q497338	ex:person:윤경립	none	A→B	certain	박진 ~ 윤경립
wd:Q497338	ex:person:정세아	none	A→B	certain	박진 ~ 정세아
wd:Q497338	wd:Q12586129	none	A→B	certain	박진 ~ 권응수
wd:Q497338	wd:Q12624309	none	A→B	certain	박진 ~ 한준겸
wd:Q497338	wd:Q138498618	none	A→B	certain	박진 ~ 정대임
wd:Q497338	wd:Q484359	none	A→B	certain	박진 ~ 조선 선조
wd:Q497338	wd:Q485009	none	A→B	certain	박진 ~ 조선 영조
wd:Q497338	wd:Q49252551	none	A→B	certain	박진 ~ 이대수
wd:Q497338	wd:Q5954097	none	A→B	certain	박진 ~ 김성일
wd:Q5103807	wd:Q492060	none	A→B	certain	최만리 ~ 중림동
wd:Q5520922	ex:person:김형렬	none	A→B	certain	강일순 ~ 김형렬
wd:Q5520922	wd:Q16091603	none	A→B	certain	강일순 ~ 정남기
wd:Q5520922	wd:Q489758	none	A→B	certain	강일순 ~ 전봉준
wd:Q5520922	wd:Q55734706	none	A→B	certain	강일순 ~ 차경석
wd:Q5520922	wd:Q55734721	none	A→B	certain	강일순 ~ 차치구
wd:Q55732195	wd:Q12589996	none	A→B	certain	오시복 ~ 남인
wd:Q5969001	wd:Q12589331	none	A→B	certain	예송 ~ 김홍욱
wd:Q5969001	wd:Q12611695	none	A→B	certain	예송 ~ 이서
wd:Q5969001	wd:Q16167918	participated_in	B→A	probable	예송 ~ 권시 · 송시열의 사돈이며 윤선거의 사돈인 탄옹 권시는 송시열과 송준길이 장악한 조정에서 바른말을 하는 것이 무슨 죄
wd:Q5969001	wd:Q16175397	none	A→B	certain	예송 ~ 이귀
wd:Q5969001	wd:Q484253	participated_in	B→A	probable	예송 ~ 조선 현종 · 서인 부제학 유계는 윤선도의 상소를 불태울 것을 주장하여, 현종이 상소를 돌려주었는데도 결국 불살르게 한다.
wd:Q5969001	wd:Q484453	none	A→B	certain	예송 ~ 조선 인조
wd:Q5969001	wd:Q485664	none	A→B	certain	예송 ~ 조선 숙종
wd:Q5969001	wd:Q497101	none	A→B	certain	예송 ~ 김자점
wd:Q5969001	wd:Q61095463	participated_in	B→A	probable	예송 ~ 조경 · 송시열의 사돈이며 윤선거의 사돈인 탄옹 권시는 송시열과 송준길이 장악한 조정에서 바른말을 하는 것이 무슨 죄
wd:Q5969001	wd:Q626755	none	A→B	certain	예송 ~ 김류
wd:Q5969001	wd:Q8053450	none	A→B	certain	예송 ~ 이괄
wd:Q623391	wd:Q12607723	participated_in	B→A	probable	강화도 조약 ~ 오경석 · 총 세 번의 회의를 열었는데, 조선 정부에서는 흥선대원군 일파와 유생들의 반대로 의견이 제각각이었으나 박규수
wd:Q623391	wd:Q378517	participated_in	B→A	probable	강화도 조약 ~ 이홍장 · 총 세 번의 회의를 열었는데, 조선 정부에서는 흥선대원군 일파와 유생들의 반대로 의견이 제각각이었으나 박규수
wd:Q623391	wd:Q469432	participated_in	B→A	probable	강화도 조약 ~ 흥선대원군 · 총 세 번의 회의를 열었는데, 조선 정부에서는 흥선대원군 일파와 유생들의 반대로 의견이 제각각이었으나 박규수
wd:Q624197	ex:person:이우직	child_of	B→A	certain	안평대군 ~ 이우직 · 이후 그의 아들 이우직 역시 연좌제에 의해 처형되었고, 아내는 관비가 되었으며 의춘군의 아내이자 며느리인 오
wd:Q624197	wd:Q12586496	none	A→B	certain	안평대군 ~ 금성대군
wd:Q624197	wd:Q12615747	none	A→B	certain	안평대군 ~ 정소공주
wd:Q624197	wd:Q12615920	none	A→B	certain	안평대군 ~ 정의공주
wd:Q624197	wd:Q334308	none	A→B	certain	안평대군 ~ 조선 세조
wd:Q624197	wd:Q483821	none	A→B	certain	안평대군 ~ 조선 문종
wd:Q624491	wd:Q495454	none	A→B	certain	홍명희 ~ 이광수
wd:Q624491	wd:Q623533	none	A→B	certain	홍명희 ~ 신간회
wd:Q624521	wd:Q11452034	none	A→B	certain	안용복 ~ 소 요시미치
wd:Q624521	wd:Q11552098	none	A→B	certain	안용복 ~ 이케다 쓰나키요
wd:Q624521	wd:Q14356	none	A→B	certain	안용복 ~ 박정희
wd:Q624521	wd:Q153638	none	A→B	certain	안용복 ~ 동해
wd:Q624521	wd:Q16166463	none	A→B	certain	안용복 ~ 군
wd:Q624521	wd:Q16184469	none	A→B	certain	안용복 ~ 남구만
wd:Q624521	wd:Q495259	none	A→B	certain	안용복 ~ 이익
wd:Q624521	wd:Q6513568	none	A→B	certain	안용복 ~ 이은상
wd:Q624754	ex:org:조선임전보국단	member_of	A→B	certain	장덕수 ~ 조선임전보국단 · 1941년 일제 침략전쟁의 협력단체인 조선임전보국단의 발기인과 이사로 활동하였으며, 1945년 7월 해방 직
wd:Q624976	ex:artwork:순오지	none	A→B	certain	이지란 ~ 순오지
wd:Q624976	ex:artwork:화원악보	none	A→B	certain	이지란 ~ 화원악보
wd:Q624976	wd:Q11657344	none	A→B	certain	이지란 ~ 아지발도
wd:Q624976	wd:Q12585852	none	A→B	certain	이지란 ~ 국정환
wd:Q624976	wd:Q12588262	none	A→B	certain	이지란 ~ 김원경
wd:Q624976	wd:Q12601671	none	A→B	certain	이지란 ~ 선동혁
wd:Q624976	wd:Q12604162	none	A→B	certain	이지란 ~ 신덕왕후
wd:Q624976	wd:Q12604842	none	A→B	certain	이지란 ~ 심덕부
wd:Q624976	wd:Q12617008	none	A→B	certain	이지란 ~ 조인옥
wd:Q624976	wd:Q12625367	none	A→B	certain	이지란 ~ 홍만종
wd:Q624976	wd:Q138479816	none	A→B	certain	이지란 ~ 박기현
wd:Q624976	wd:Q14304	none	A→B	certain	이지란 ~ 태종
wd:Q624976	wd:Q16184008	none	A→B	certain	이지란 ~ 조준
wd:Q624976	wd:Q16262090	child_of	B→A	certain	이지란 ~ 이화영 · 판우군부사(判右軍府事) 이화영(李和英) 졸(卒)하였다. 화영은 여진인이요, 태조의 개국 공신(開國功臣) 청해
wd:Q624976	wd:Q17487310	none	A→B	certain	이지란 ~ 신병주
wd:Q624976	wd:Q265160	child_of	B→A	certain	이지란 ~ 이효정 · 그 외 아들은 이효량(李孝良)·이효정(李孝貞)·이효온(李孝溫)·이효검(李孝儉)·이효양(李孝讓)·이효강(李孝綱
wd:Q624976	wd:Q302096	none	A→B	certain	이지란 ~ 고려 우왕
wd:Q624976	wd:Q378483	none	A→B	certain	이지란 ~ 조선 태조
wd:Q624976	wd:Q42155	none	A→B	certain	이지란 ~ 포천시
wd:Q624976	wd:Q469396	none	A→B	certain	이지란 ~ 정도전
wd:Q624976	wd:Q485556	none	A→B	certain	이지란 ~ 조선 정종
wd:Q624976	wd:Q489727	none	A→B	certain	이지란 ~ 강민호
wd:Q624976	wd:Q55734929	none	A→B	certain	이지란 ~ 청해사
wd:Q624976	wd:Q8512766	none	A→B	certain	이지란 ~ 의안대군
wd:Q625258	ex:person:이일직	none	A→B	certain	홍종우 ~ 이일직
wd:Q625258	wd:Q1140643	none	A→B	certain	홍종우 ~ 도야마 미쓰루
wd:Q625258	wd:Q12612171	none	A→B	certain	홍종우 ~ 이용익
wd:Q625258	wd:Q16171569	none	A→B	certain	홍종우 ~ 서재필
wd:Q625258	wd:Q16179045	none	A→B	certain	홍종우 ~ 민영소
wd:Q625258	wd:Q171684	none	A→B	certain	홍종우 ~ 이승만
wd:Q625258	wd:Q192111	none	A→B	certain	홍종우 ~ 윤치호
wd:Q625258	wd:Q210329	none	A→B	certain	홍종우 ~ 위안스카이
wd:Q625258	wd:Q257425	none	A→B	certain	홍종우 ~ 대한제국 고종
wd:Q625258	wd:Q496686	none	A→B	certain	홍종우 ~ 김옥균
wd:Q625537	wd:Q12585498	none	A→B	certain	송병준 ~ 구연수
wd:Q625537	wd:Q12596332	none	A→B	certain	송병준 ~ 민태호
wd:Q625537	wd:Q12610342	none	A→B	certain	송병준 ~ 윤시병
wd:Q625537	wd:Q12624078	none	A→B	certain	송병준 ~ 한상룡
wd:Q625537	wd:Q257425	none	A→B	certain	송병준 ~ 대한제국 고종
wd:Q625537	wd:Q495458	none	A→B	certain	송병준 ~ 이완용
wd:Q625537	wd:Q496686	none	A→B	certain	송병준 ~ 김옥균
wd:Q625537	wd:Q625931	none	A→B	certain	송병준 ~ 이용구
wd:Q625537	wd:Q6862620	none	A→B	certain	송병준 ~ 민영환
wd:Q625567	wd:Q20927	none	A→B	certain	신숭겸 ~ 대구광역시
wd:Q625567	wd:Q93352	none	A→B	certain	신숭겸 ~ 연안
wd:Q625567	wd:Q956	none	A→B	certain	신숭겸 ~ 베이징시
wd:Q625938	nikh:kc_o403300	member_of	A→B	certain	최현배 ~ 조선어학회 · 장지영, 이윤재, 최현배 등이 중심이 되어 활동했으며, 1932년에 학회지 ‘한글’ 창간하고 한글맞춤법 통일
wd:Q626276	wd:Q12617154	none	A→B	certain	황윤길 ~ 조헌
wd:Q626276	wd:Q1328807	none	A→B	certain	황윤길 ~ 소 요시토시
wd:Q626276	wd:Q187550	none	A→B	certain	황윤길 ~ 도요토미 히데요시
wd:Q626276	wd:Q20736427	none	A→B	certain	황윤길 ~ 야나가와 시게노부
wd:Q626276	wd:Q379653	none	A→B	certain	황윤길 ~ 이이
wd:Q626276	wd:Q484359	none	A→B	certain	황윤길 ~ 조선 선조
wd:Q626276	wd:Q484978	none	A→B	certain	황윤길 ~ 정철
wd:Q626276	wd:Q487191	none	A→B	certain	황윤길 ~ 류성룡
wd:Q626276	wd:Q496891	none	A→B	certain	황윤길 ~ 성혼
wd:Q626276	wd:Q5954097	none	A→B	certain	황윤길 ~ 김성일
wd:Q626310	wd:Q12588940	none	A→B	certain	김조순 ~ 김창집
wd:Q626310	wd:Q26530	none	A→B	certain	김조순 ~ 조선 정조
wd:Q626310	wd:Q484974	none	A→B	certain	김조순 ~ 정순왕후
wd:Q6408890	ex:person:김황	none	A→B	certain	김질 ~ 김황
wd:Q6408890	wd:Q215737	none	A→B	certain	김질 ~ 김구
wd:Q6408890	wd:Q4798146	none	A→B	certain	김질 ~ 귀성군
wd:Q6408890	wd:Q484006	none	A→B	certain	김질 ~ 조선 성종
wd:Q6408890	wd:Q486278	none	A→B	certain	김질 ~ 김종직
wd:Q6408890	wd:Q497101	none	A→B	certain	김질 ~ 김자점
wd:Q6515066	wd:Q12604259	none	A→B	certain	이시애 ~ 신면
wd:Q6584412	wd:Q16171878	none	A→B	certain	윤호 ~ 윤번
wd:Q6584412	wd:Q16173005	none	A→B	certain	윤호 ~ 윤필상
wd:Q6584412	wd:Q491773	none	A→B	certain	윤호 ~ 정희왕후
wd:Q6584412	wd:Q77831	none	A→B	certain	윤호 ~ 윤사로
wd:Q6648114	ex:person:유수	none	A→B	certain	제안대군 ~ 유수
wd:Q6648114	ex:place:두모포 정자	none	A→B	certain	제안대군 ~ 두모포 정자
wd:Q6648114	wd:Q12597178	none	A→B	certain	제안대군 ~ 박중선
wd:Q6648114	wd:Q12621807	child_of	A→B	probable	제안대군 ~ 평원대군 · 1474년(성종 5년) 증조부 세종의 적7남인 평원대군의 봉사손으로 출계하였다.
wd:Q6648114	wd:Q37682	none	A→B	certain	제안대군 ~ 조선 세종
wd:Q6648114	wd:Q470084	none	A→B	certain	제안대군 ~ 조선 연산군
wd:Q6648114	wd:Q483008	none	A→B	certain	제안대군 ~ 조선 중종
wd:Q6648114	wd:Q484006	none	A→B	certain	제안대군 ~ 조선 성종
wd:Q6648114	wd:Q491773	none	A→B	certain	제안대군 ~ 정희왕후
wd:Q6648114	wd:Q492979	none	A→B	certain	제안대군 ~ 조선 덕종
wd:Q6648114	wd:Q702588	none	A→B	certain	제안대군 ~ 장녹수
wd:Q6681013	wd:Q12587941	taught	A→B	certain	김굉필 ~ 김안국 · 평소 육경(六經) 연구에 몰두하여 성리학에 통달했으며, 문하에서 조광조·이장곤(李長坤)·김안국(金安國)·이연
wd:Q6681013	wd:Q12597871	none	A→B	certain	김굉필 ~ 백이정
wd:Q6681013	wd:Q12612024	taught	A→B	certain	김굉필 ~ 이연경 · 평소 육경(六經) 연구에 몰두하여 성리학에 통달했으며, 문하에서 조광조·이장곤(李長坤)·김안국(金安國)·이연
wd:Q6681013	wd:Q16261986	taught	A→B	certain	김굉필 ~ 이장곤 · 평소 육경(六經) 연구에 몰두하여 성리학에 통달했으며, 문하에서 조광조·이장곤(李長坤)·김안국(金安國)·이연
wd:Q6681013	wd:Q16726364	none	A→B	certain	김굉필 ~ 김숙자
wd:Q6681013	wd:Q469423	none	A→B	certain	김굉필 ~ 정몽주
wd:Q6681013	wd:Q483908	none	A→B	certain	김굉필 ~ 길재
wd:Q6681013	wd:Q486283	taught	A→B	certain	김굉필 ~ 조광조 · 평소 육경(六經) 연구에 몰두하여 성리학에 통달했으며, 문하에서 조광조·이장곤(李長坤)·김안국(金安國)·이연
wd:Q6681013	wd:Q488694	none	A→B	certain	김굉필 ~ 조선 예종
wd:Q6681013	wd:Q495964	none	A→B	certain	김굉필 ~ 안향
wd:Q6681013	wd:Q497120	none	A→B	certain	김굉필 ~ 이제현
wd:Q6681013	wd:Q624894	none	A→B	certain	김굉필 ~ 이언적
wd:Q6681013	wd:Q6685004	none	A→B	certain	김굉필 ~ 정여창
wd:Q6681013	wd:Q8053468	none	A→B	certain	김굉필 ~ 이색
wd:Q6749099	ex:person:전강	taught	A→B	certain	만공 ~ 전강 · 만공스님의 문하에서는 보월(寶月), 전강(田岡), 용음(龍吟), 고봉(古峰), 포산당 혜천(惠天) 금봉, 혜
wd:Q6749099	ex:person:현문	taught	A→B	certain	만공 ~ 현문 · 그후 1929년 수덕사 현문(玄門 1884~1985)스님은 [語默動靜] 화두로 대각견성하여 당시 조실(祖室)
wd:Q6749099	wd:Q12587730	none	A→B	certain	만공 ~ 김성숙 (1898년)
wd:Q6749099	wd:Q137593009	taught	A→B	certain	만공 ~ 혜암 · 그후 1929년 수덕사 현문(玄門 1884~1985)스님은 [語默動靜] 화두로 대각견성하여 당시 조실(祖室)
wd:Q6749099	wd:Q466477	none	A→B	certain	만공 ~ 나혜석
wd:Q6749099	wd:Q483055	taught	B→A	certain	만공 ~ 경허 · 1884년(고종 20년) 경허(鏡虛, 성우 1849 ~ 1912)의 인도로 서산군 천장사(天藏寺)에서 태허(
wd:Q6749099	wd:Q487161	none	A→B	certain	만공 ~ 한용운
wd:Q6749099	wd:Q487187	taught	A→B	certain	만공 ~ 춘성 · 춘성은 한때 그의 문하에서 수행하기도 했다.
wd:Q6780848	wd:Q16188659	none	A→B	certain	흥안군 (조선 중기) ~ 인성군
wd:Q6780848	wd:Q484044	none	A→B	certain	흥안군 (조선 중기) ~ 인목왕후
wd:Q6784406	ex:person:박태유	none	A→B	certain	박세채 ~ 박태유
wd:Q6784406	ex:person:유직	none	A→B	certain	박세채 ~ 유직
wd:Q6784406	wd:Q12587609	taught	B→A	certain	박세채 ~ 김상헌 · 그 뒤 성균관을 나와 다시 청음 김상헌의 문하에 찾아가 성리학을 연구하고 송시열, 송준길과도 학문 교류를 하
wd:Q6784406	wd:Q12596773	none	A→B	certain	박세채 ~ 박세당
wd:Q6784406	wd:Q16176263	none	A→B	certain	박세채 ~ 박태보
wd:Q6784406	wd:Q379647	none	A→B	certain	박세채 ~ 송시열
wd:Q6784406	wd:Q379653	none	A→B	certain	박세채 ~ 이이
wd:Q6784406	wd:Q379655	none	A→B	certain	박세채 ~ 허목
wd:Q6784406	wd:Q484446	none	A→B	certain	박세채 ~ 조선 효종
wd:Q6784406	wd:Q486384	none	A→B	certain	박세채 ~ 윤증
wd:Q6784406	wd:Q488694	none	A→B	certain	박세채 ~ 조선 예종
wd:Q6784406	wd:Q496891	none	A→B	certain	박세채 ~ 성혼
wd:Q6784406	wd:Q497077	taught	B→A	certain	박세채 ~ 김집 · 1638년(인조 16) 아버지 박의에게 글을 배우며 가학을 수학하다가 김집과 청음 김상헌의 문하에서 성리학을
wd:Q6784406	wd:Q497092	none	A→B	certain	박세채 ~ 송준길
wd:Q6784406	wd:Q497114	none	A→B	certain	박세채 ~ 김익훈
wd:Q6784406	wd:Q497137	none	A→B	certain	박세채 ~ 김석주
wd:Q6784406	wd:Q624894	none	A→B	certain	박세채 ~ 이언적
wd:Q6788865	ex:role:세자	none	A→B	certain	소헌왕후 ~ 세자
wd:Q6853912	wd:Q12596201	none	A→B	certain	원경왕후 ~ 민무구
wd:Q6853912	wd:Q12596202	none	A→B	certain	원경왕후 ~ 민무질
wd:Q6853912	wd:Q12596206	none	A→B	certain	원경왕후 ~ 민무회
wd:Q6853912	wd:Q378483	none	A→B	certain	원경왕후 ~ 조선 태조
wd:Q6853912	wd:Q485556	none	A→B	certain	원경왕후 ~ 조선 정종
wd:Q6853912	wd:Q488700	none	A→B	certain	원경왕후 ~ 회안대군
wd:Q702964	wd:Q145	none	A→B	certain	가쓰라-태프트 밀약 ~ 영국
wd:Q702964	wd:Q483134	none	A→B	certain	가쓰라-태프트 밀약 ~ 한반도
wd:Q706103	ex:person:나숙	none	A→B	certain	을사사화 ~ 나숙
wd:Q706103	ex:person:나식	none	A→B	certain	을사사화 ~ 나식
wd:Q706103	ex:person:박광우	none	A→B	certain	을사사화 ~ 박광우
wd:Q706103	ex:person:이덕응	none	A→B	certain	을사사화 ~ 이덕응
wd:Q706103	ex:person:이문건	none	A→B	certain	을사사화 ~ 이문건
wd:Q706103	ex:person:이중열	none	A→B	certain	을사사화 ~ 이중열
wd:Q706103	ex:person:임백령	participated_in	B→A	certain	을사사화 ~ 임백령 · 즉 예조참의로 있던 윤원형은 자신을 지지하는 세력을 만회하기 위하여 평소 대윤파와 사감(私感)이 있던 지중추
wd:Q706103	ex:person:정희등	none	A→B	certain	을사사화 ~ 정희등
wd:Q706103	wd:Q109464540	none	A→B	certain	을사사화 ~ 계림군
wd:Q706103	wd:Q27952865	none	A→B	certain	을사사화 ~ 성세창
wd:Q706103	wd:Q338403	participated_in	B→A	certain	을사사화 ~ 윤임 · 을사사화(乙巳士禍)는 1545년(명종 즉위년) 조선 왕실의 외척인 대윤(大尹) 윤임과 소윤(小尹) 윤원형의 
wd:Q706103	wd:Q470084	none	A→B	certain	을사사화 ~ 조선 연산군
wd:Q706103	wd:Q483008	none	A→B	certain	을사사화 ~ 조선 중종
wd:Q706103	wd:Q483143	none	A→B	certain	을사사화 ~ 장경왕후
wd:Q706103	wd:Q483631	none	A→B	certain	을사사화 ~ 조선 인종
wd:Q706103	wd:Q483641	none	A→B	certain	을사사화 ~ 조선 명종
wd:Q706103	wd:Q8016893	none	A→B	certain	을사사화 ~ 훈구파
wd:Q709174	ex:person:박광전	taught	B→A	certain	안방준 ~ 박광전 · 일찍이 박광전(朴光前)·박종정(朴宗挺)의 문하에서 성리학을 수학하였다.
wd:Q709174	wd:Q11266243	none	A→B	certain	안방준 ~ 이시애의 난
wd:Q709174	wd:Q12611662	none	A→B	certain	안방준 ~ 이상익
wd:Q709174	wd:Q12613891	none	A→B	certain	안방준 ~ 임억령
wd:Q709174	wd:Q12617003	none	A→B	certain	안방준 ~ 조익
wd:Q709174	wd:Q12617154	none	A→B	certain	안방준 ~ 조헌
wd:Q709174	wd:Q16175397	none	A→B	certain	안방준 ~ 이귀
wd:Q709174	wd:Q379647	none	A→B	certain	안방준 ~ 송시열
wd:Q709174	wd:Q483509	none	A→B	certain	안방준 ~ 단경왕후
wd:Q709174	wd:Q484978	taught	B→A	probable	안방준 ~ 정철 · 그는 서인 우계 성혼, 송강 정철(鄭澈), 조헌(趙憲) 등의 문하에 출입했던 서인계 사람이었으나 벼슬자리에 
wd:Q709174	wd:Q488694	none	A→B	certain	안방준 ~ 조선 예종
wd:Q709174	wd:Q496891	taught	B→A	certain	안방준 ~ 성혼 · 그 뒤 매형 박종정의 영향으로 1591년 경기도 파주의 성혼선생을 찾아가게 된다.
wd:Q709174	wd:Q497077	none	A→B	certain	안방준 ~ 김집
wd:Q709174	wd:Q497101	none	A→B	certain	안방준 ~ 김자점
wd:Q709174	wd:Q624087	none	A→B	certain	안방준 ~ 김육
wd:Q709174	wd:Q626755	none	A→B	certain	안방준 ~ 김류
wd:Q709174	wd:Q6677192	none	A→B	certain	안방준 ~ 김인후
wd:Q7738364	khs:11-11-0001530000000	none	A→B	certain	상계군 ~ 일성록
wd:Q7738364	khs:11-11-0003030000000	none	A→B	certain	상계군 ~ 승정원일기
wd:Q7738364	wd:Q26530	none	A→B	certain	상계군 ~ 조선 정조
wd:Q7738364	wd:Q491768	none	A→B	certain	상계군 ~ 순원왕후
wd:Q7738364	wd:Q491783	none	A→B	certain	상계군 ~ 홍국영
wd:Q7781655	wd:Q11265994	none	A→B	certain	박정양 ~ 이상재
wd:Q7821144	wd:Q490348	none	A→B	certain	박동선 ~ 정묘호란
wd:Q8006	wd:Q16176384	none	A→B	certain	구로사와 아키라 ~ 간토 대학살
wd:Q8017829	wd:Q705336	member_of	B→A	certain	서인 ~ 심의겸 · 그러나 후에 사림이 김효원(金孝元)을 지지하는 사람들이 모인 동인과 심의겸(沈義謙)을 지지하는 사람들이 모인
wd:Q855406	wd:Q707951	participated_in	A→B	certain	하야시 곤스케 ~ 제1차 한일 협약 · 이해 8월 10일 러일전쟁이 종식된 후 8월 22일에는 외부대신 서리였던 윤치호와 당시 주한 일본공사로 있던
wd:Q8683	wd:Q11708	none	A→B	certain	냉전 ~ 동남아시아
wd:Q8683	wd:Q13426199	none	A→B	certain	냉전 ~ 중화민국 대륙 시기
wd:Q8683	wd:Q142	none	A→B	certain	냉전 ~ 프랑스
wd:Q8683	wd:Q145	none	A→B	certain	냉전 ~ 영국
wd:Q8683	wd:Q188712	none	A→B	certain	냉전 ~ 일본 제국
wd:Q8683	wd:Q30	none	A→B	certain	냉전 ~ 미국
wd:Q8683	wd:Q41117	none	A→B	certain	냉전 ~ 김일성
wd:Q8683	wd:Q884	none	A→B	certain	냉전 ~ 대한민국
wd:Q884	wd:Q12586747	none	A→B	certain	대한민국 ~ 기유각서
wd:Q884	wd:Q17	none	A→B	certain	대한민국 ~ 일본
wd:Q942553	wd:Q1328807	none	A→B	certain	고니시 유키나가 ~ 소 요시토시
wd:Q942553	wd:Q484359	none	A→B	certain	고니시 유키나가 ~ 조선 선조
wd:Q942553	wd:Q5371058	none	A→B	certain	고니시 유키나가 ~ 심유경
wd:Q942553	wd:Q712027	none	A→B	certain	고니시 유키나가 ~ 이여송
wd:Q942553	wd:Q7561065	none	A→B	certain	고니시 유키나가 ~ 송응창
wd:Q942553	wd:Q907019	none	A→B	certain	고니시 유키나가 ~ 구로다 요시타카
ex:event:유고내전	ex:person:크로아티아	none	A→B	certain	유고내전 ~ 크로아티아
ex:org:사직단	wd:Q109547418	none	A→B	certain	사직단 ~ 기곡제
ex:org:선농단	wd:Q109547418	none	A→B	certain	선농단 ~ 기곡제
ex:org:안동김씨 문중	wd:Q9592	none	A→B	certain	안동김씨 문중 ~ 로마 가톨릭교회
ex:org:원산노동연합회	ex:org:원산노동청년회	none	A→B	certain	원산노동연합회 ~ 원산노동청년회
ex:org:원산노동연합회	ex:org:조선사회단체중앙협의회	none	A→B	certain	원산노동연합회 ~ 조선사회단체중앙협의회
ex:org:원산노동연합회	ex:org:함남노동회	none	A→B	certain	원산노동연합회 ~ 함남노동회
ex:org:원산노동연합회	ex:person:객주조합	none	A→B	certain	원산노동연합회 ~ 객주조합
ex:org:원산노동연합회	ex:person:원산상의	none	A→B	certain	원산노동연합회 ~ 원산상의
ex:org:이성계 일파	ex:event:세력 강화	none	A→B	certain	이성계 일파 ~ 세력 강화
ex:org:제암리 감리교회	ex:event:기독교적 정신	none	A→B	certain	제암리 감리교회 ~ 기독교적 정신
ex:org:제암리 감리교회	ex:event:문맹퇴치	none	A→B	certain	제암리 감리교회 ~ 문맹퇴치
ex:org:제암리 감리교회	ex:event:민족저항운동	none	A→B	certain	제암리 감리교회 ~ 민족저항운동
ex:org:제암리 감리교회	ex:event:민족정신	none	A→B	certain	제암리 감리교회 ~ 민족정신
ex:org:제암리 감리교회	ex:event:민중저변의 의식화	none	A→B	certain	제암리 감리교회 ~ 민중저변의 의식화
ex:org:제암리 감리교회	ex:org:구국동지회	none	A→B	certain	제암리 감리교회 ~ 구국동지회
ex:org:제암리 감리교회	ex:person:김교철	member_of	B→A	certain	제암리 감리교회 ~ 김교철 · 이러한 학술적 진척에도 불구하고 당시 역사가 통일되고 정리되지 않고 있다.) 만세 운동은 팔탄면 가재리의 유
ex:org:제암리 감리교회	ex:person:김정헌	member_of	B→A	certain	제암리 감리교회 ~ 김정헌 · 일본군 수비대는 주재소로 다가서는 군중들에게 칼을 휘두르기 시작했으며, 이정근과 그의 동생 등 3명이 칼에 
ex:org:제암리 감리교회	ex:person:김흥렬	none	A→B	certain	제암리 감리교회 ~ 김흥렬
ex:org:제암리 감리교회	ex:person:백낙렬	none	A→B	certain	제암리 감리교회 ~ 백낙렬
ex:org:제암리 감리교회	ex:person:사사카	none	A→B	certain	제암리 감리교회 ~ 사사카
ex:org:제암리 감리교회	ex:person:안상용	none	A→B	certain	제암리 감리교회 ~ 안상용
ex:org:제암리 감리교회	ex:person:안씨	none	A→B	certain	제암리 감리교회 ~ 안씨
ex:org:제암리 감리교회	ex:person:안종후	member_of	B→A	certain	제암리 감리교회 ~ 안종후 · 일본군 수비대는 주재소로 다가서는 군중들에게 칼을 휘두르기 시작했으며, 이정근과 그의 동생 등 3명이 칼에 
ex:org:제암리 감리교회	ex:person:안진순	member_of	B→A	certain	제암리 감리교회 ~ 안진순 · 일본군 수비대는 주재소로 다가서는 군중들에게 칼을 휘두르기 시작했으며, 이정근과 그의 동생 등 3명이 칼에 
ex:org:제암리 감리교회	ex:person:일제	none	A→B	certain	제암리 감리교회 ~ 일제
ex:org:제암리 감리교회	ex:person:조희창	none	A→B	certain	제암리 감리교회 ~ 조희창
ex:org:제암리 감리교회	ex:person:홍순진	none	A→B	certain	제암리 감리교회 ~ 홍순진
ex:org:제암리 감리교회	wd:Q16169270	member_of	B→A	certain	제암리 감리교회 ~ 안봉순 · 일본군 수비대는 주재소로 다가서는 군중들에게 칼을 휘두르기 시작했으며, 이정근과 그의 동생 등 3명이 칼에 
ex:org:제암리 감리교회	wd:Q17361576	none	A→B	certain	제암리 감리교회 ~ 이정근
